0.5,1,0.822385,0.00078445,
1,0.5,0.949433,0.000675256,
0.5,0,0.903571,0.00387311,
0,0.5,0.697954,0.00449709,
0.5,0.5,0.868193,0.00174408,
0,0,0.766521,0.00995343,
0,1,0.618496,0.00202582,
1,0,0.963845,0.00150155,
1,1,0.929401,0.000303548,
0.5,1,0.822058,0.000784475,
1,0.5,0.949325,0.000675278,
0.5,0,0.903432,0.0038732,
0,0.5,0.697617,0.0044972,
0.5,0.5,0.867973,0.00174413,
0,0,0.76629,0.00995362,
0,1,0.618041,0.00202588,
1,0,0.963778,0.0015016,
1,1,0.929232,0.000303559,
0.5,1,0.821728,0.000784501,
1,0.5,0.949217,0.000675301,
0.5,0,0.903291,0.00387329,
0,0.5,0.697278,0.00449731,
0.5,0.5,0.867752,0.00174418,
0,0,0.766058,0.00995381,
0,1,0.617583,0.00202594,
1,0,0.96371,0.00150164,
1,1,0.929062,0.000303571,
0.5,1,0.821396,0.000784528,
1,0.5,0.949107,0.000675323,
0.5,0,0.903149,0.00387339,
0,0.5,0.696936,0.00449741,
0.5,0.5,0.867529,0.00174423,
0,0,0.765825,0.009954,
0,1,0.617122,0.002026,
1,0,0.963641,0.00150168,
1,1,0.92889,0.000303582,
0.5,1,0.821062,0.000784554,
1,0.5,0.948997,0.000675346,
0.5,0,0.903007,0.00387348,
0,0.5,0.696593,0.00449752,
0.5,0.5,0.867304,0.00174428,
0,0,0.76559,0.00995419,
0,1,0.616657,0.00202605,
1,0,0.963572,0.00150173,
1,1,0.928716,0.000303594,
0.5,1,0.820724,0.00078458,
1,0.5,0.948886,0.000675368,
0.5,0,0.902863,0.00387357,
0,0.5,0.696247,0.00449763,
0.5,0.5,0.867077,0.00174433,
0,0,0.765353,0.00995437,
0,1,0.61619,0.00202611,
1,0,0.963503,0.00150177,
1,1,0.928541,0.000303605,
0.5,1,0.820385,0.000784607,
1,0.5,0.948774,0.000675391,
0.5,0,0.902718,0.00387366,
0,0.5,0.695898,0.00449773,
0.5,0.5,0.866849,0.00174438,
0,0,0.765114,0.00995457,
0,1,0.61572,0.00202617,
1,0,0.963432,0.00150181,
1,1,0.928365,0.000303617,
0.5,1,0.820042,0.000784633,
1,0.5,0.94866,0.000675414,
0.5,0,0.902572,0.00387376,
0,0.5,0.695547,0.00449784,
0.5,0.5,0.866619,0.00174443,
0,0,0.764874,0.00995476,
0,1,0.615246,0.00202623,
1,0,0.963362,0.00150186,
1,1,0.928187,0.000303629,
0.5,1,0.819697,0.00078466,
1,0.5,0.948546,0.000675437,
0.5,0,0.902425,0.00387385,
0,0.5,0.695193,0.00449795,
0.5,0.5,0.866387,0.00174449,
0,0,0.764632,0.00995495,
0,1,0.614769,0.00202629,
1,0,0.96329,0.0015019,
1,1,0.928007,0.000303641,
0.5,1,0.819349,0.000784687,
1,0.5,0.948431,0.00067546,
0.5,0,0.902277,0.00387394,
0,0.5,0.694837,0.00449806,
0.5,0.5,0.866153,0.00174454,
0,0,0.764389,0.00995514,
0,1,0.614289,0.00202635,
1,0,0.963218,0.00150195,
1,1,0.927826,0.000303653,
0.5,1,0.818998,0.000784714,
1,0.5,0.948315,0.000675483,
0.5,0,0.902127,0.00387404,
0,0.5,0.694479,0.00449817,
0.5,0.5,0.865918,0.00174459,
0,0,0.764143,0.00995534,
0,1,0.613805,0.00202641,
1,0,0.963146,0.00150199,
1,1,0.927643,0.000303665,
0.5,1,0.818645,0.000784742,
1,0.5,0.948198,0.000675507,
0.5,0,0.901977,0.00387414,
0,0.5,0.694118,0.00449828,
0.5,0.5,0.86568,0.00174464,
0,0,0.763896,0.00995554,
0,1,0.613318,0.00202647,
1,0,0.963072,0.00150204,
1,1,0.927459,0.000303677,
0.5,1,0.818288,0.000784768,
1,0.5,0.94808,0.000675531,
0.5,0,0.901825,0.00387423,
0,0.5,0.693754,0.0044984,
0.5,0.5,0.865441,0.00174469,
0,0,0.763647,0.00995574,
0,1,0.612827,0.00202653,
1,0,0.962999,0.00150208,
1,1,0.927273,0.000303689,
0.5,1,0.817929,0.000784796,
1,0.5,0.947961,0.000675554,
0.5,0,0.901672,0.00387433,
0,0.5,0.693388,0.00449851,
0.5,0.5,0.8652,0.00174474,
0,0,0.763397,0.00995593,
0,1,0.612334,0.00202659,
1,0,0.962924,0.00150213,
1,1,0.927085,0.000303702,
0.5,1,0.817567,0.000784824,
1,0.5,0.947841,0.000675578,
0.5,0,0.901518,0.00387443,
0,0.5,0.693019,0.00449862,
0.5,0.5,0.864956,0.0017448,
0,0,0.763144,0.00995614,
0,1,0.611836,0.00202665,
1,0,0.962849,0.00150217,
1,1,0.926896,0.000303714,
0.5,1,0.817202,0.000784852,
1,0.5,0.947719,0.000675602,
0.5,0,0.901362,0.00387452,
0,0.5,0.692647,0.00449873,
0.5,0.5,0.864711,0.00174485,
0,0,0.762889,0.00995634,
0,1,0.611335,0.00202672,
1,0,0.962773,0.00150222,
1,1,0.926705,0.000303726,
0.5,1,0.816833,0.00078488,
1,0.5,0.947597,0.000675626,
0.5,0,0.901206,0.00387462,
0,0.5,0.692273,0.00449885,
0.5,0.5,0.864464,0.0017449,
0,0,0.762633,0.00995654,
0,1,0.610831,0.00202678,
1,0,0.962697,0.00150226,
1,1,0.926512,0.000303739,
0.5,1,0.816462,0.000784908,
1,0.5,0.947474,0.00067565,
0.5,0,0.901048,0.00387472,
0,0.5,0.691896,0.00449897,
0.5,0.5,0.864214,0.00174496,
0,0,0.762375,0.00995674,
0,1,0.610322,0.00202684,
1,0,0.96262,0.00150231,
1,1,0.926317,0.000303751,
0.5,1,0.816088,0.000784937,
1,0.5,0.947349,0.000675675,
0.5,0,0.900888,0.00387482,
0,0.5,0.691516,0.00449908,
0.5,0.5,0.863963,0.00174501,
0,0,0.762114,0.00995695,
0,1,0.60981,0.0020269,
1,0,0.962542,0.00150236,
1,1,0.926121,0.000303764,
0.5,1,0.81571,0.000784965,
1,0.5,0.947223,0.0006757,
0.5,0,0.900728,0.00387492,
0,0.5,0.691133,0.0044992,
0.5,0.5,0.863709,0.00174507,
0,0,0.761852,0.00995716,
0,1,0.609295,0.00202697,
1,0,0.962464,0.0015024,
1,1,0.925923,0.000303777,
0.5,1,0.81533,0.000784994,
1,0.5,0.947097,0.000675724,
0.5,0,0.900566,0.00387502,
0,0.5,0.690747,0.00449931,
0.5,0.5,0.863454,0.00174512,
0,0,0.761588,0.00995736,
0,1,0.608775,0.00202703,
1,0,0.962384,0.00150245,
1,1,0.925722,0.00030379,
0.5,1,0.814946,0.000785023,
1,0.5,0.946969,0.000675749,
0.5,0,0.900403,0.00387513,
0,0.5,0.690358,0.00449943,
0.5,0.5,0.863196,0.00174518,
0,0,0.761321,0.00995757,
0,1,0.608252,0.0020271,
1,0,0.962305,0.0015025,
1,1,0.92552,0.000303802,
0.5,1,0.814558,0.000785052,
1,0.5,0.94684,0.000675774,
0.5,0,0.900238,0.00387523,
0,0.5,0.689967,0.00449955,
0.5,0.5,0.862936,0.00174523,
0,0,0.761053,0.00995778,
0,1,0.607725,0.00202716,
1,0,0.962224,0.00150255,
1,1,0.925316,0.000303815,
0.5,1,0.814168,0.000785081,
1,0.5,0.946709,0.000675799,
0.5,0,0.900072,0.00387533,
0,0.5,0.689572,0.00449967,
0.5,0.5,0.862674,0.00174529,
0,0,0.760783,0.00995799,
0,1,0.607194,0.00202723,
1,0,0.962143,0.0015026,
1,1,0.925111,0.000303828,
0.5,1,0.813774,0.00078511,
1,0.5,0.946578,0.000675825,
0.5,0,0.899904,0.00387543,
0,0.5,0.689175,0.00449979,
0.5,0.5,0.862409,0.00174534,
0,0,0.76051,0.0099582,
0,1,0.606658,0.00202729,
1,0,0.962061,0.00150264,
1,1,0.924903,0.000303841,
0.5,1,0.813377,0.00078514,
1,0.5,0.946445,0.00067585,
0.5,0,0.899735,0.00387554,
0,0.5,0.688774,0.00449991,
0.5,0.5,0.862142,0.0017454,
0,0,0.760235,0.00995842,
0,1,0.606119,0.00202736,
1,0,0.961978,0.00150269,
1,1,0.924693,0.000303855,
0.5,1,0.812976,0.00078517,
1,0.5,0.946311,0.000675875,
0.5,0,0.899565,0.00387564,
0,0.5,0.68837,0.00450003,
0.5,0.5,0.861873,0.00174545,
0,0,0.759958,0.00995863,
0,1,0.605576,0.00202742,
1,0,0.961894,0.00150274,
1,1,0.924481,0.000303868,
0.5,1,0.812572,0.000785199,
1,0.5,0.946175,0.000675901,
0.5,0,0.899393,0.00387575,
0,0.5,0.687963,0.00450015,
0.5,0.5,0.861602,0.00174551,
0,0,0.759679,0.00995885,
0,1,0.605028,0.00202749,
1,0,0.96181,0.00150279,
1,1,0.924267,0.000303881,
0.5,1,0.812164,0.000785229,
1,0.5,0.946039,0.000675927,
0.5,0,0.89922,0.00387585,
0,0.5,0.687553,0.00450027,
0.5,0.5,0.861328,0.00174557,
0,0,0.759398,0.00995906,
0,1,0.604477,0.00202756,
1,0,0.961725,0.00150284,
1,1,0.924051,0.000303894,
0.5,1,0.811752,0.00078526,
1,0.5,0.945901,0.000675953,
0.5,0,0.899045,0.00387596,
0,0.5,0.687139,0.0045004,
0.5,0.5,0.861051,0.00174563,
0,0,0.759114,0.00995929,
0,1,0.603921,0.00202762,
1,0,0.961639,0.00150289,
1,1,0.923833,0.000303908,
0.5,1,0.811337,0.000785291,
1,0.5,0.945761,0.000675979,
0.5,0,0.898869,0.00387607,
0,0.5,0.686722,0.00450052,
0.5,0.5,0.860773,0.00174568,
0,0,0.758828,0.00995951,
0,1,0.60336,0.00202769,
1,0,0.961552,0.00150294,
1,1,0.923612,0.000303922,
0.5,1,0.810918,0.000785321,
1,0.5,0.945621,0.000676006,
0.5,0,0.89869,0.00387617,
0,0.5,0.686302,0.00450065,
0.5,0.5,0.860491,0.00174574,
0,0,0.75854,0.00995973,
0,1,0.602796,0.00202776,
1,0,0.961464,0.00150299,
1,1,0.923389,0.000303935,
0.5,1,0.810495,0.000785352,
1,0.5,0.945478,0.000676033,
0.5,0,0.898511,0.00387628,
0,0.5,0.685879,0.00450077,
0.5,0.5,0.860207,0.0017458,
0,0,0.758249,0.00995995,
0,1,0.602226,0.00202783,
1,0,0.961376,0.00150304,
1,1,0.923164,0.000303949,
0.5,1,0.810068,0.000785383,
1,0.5,0.945335,0.000676059,
0.5,0,0.89833,0.00387639,
0,0.5,0.685452,0.0045009,
0.5,0.5,0.859921,0.00174586,
0,0,0.757956,0.00996017,
0,1,0.601653,0.0020279,
1,0,0.961287,0.00150309,
1,1,0.922937,0.000303963,
0.5,1,0.809637,0.000785414,
1,0.5,0.94519,0.000676086,
0.5,0,0.898147,0.0038765,
0,0.5,0.685021,0.00450103,
0.5,0.5,0.859632,0.00174592,
0,0,0.757661,0.0099604,
0,1,0.601074,0.00202797,
1,0,0.961196,0.00150314,
1,1,0.922708,0.000303977,
0.5,1,0.809203,0.000785446,
1,0.5,0.945044,0.000676113,
0.5,0,0.897962,0.00387661,
0,0.5,0.684587,0.00450116,
0.5,0.5,0.85934,0.00174598,
0,0,0.757363,0.00996063,
0,1,0.600491,0.00202804,
1,0,0.961105,0.0015032,
1,1,0.922476,0.000303991,
0.5,1,0.808764,0.000785477,
1,0.5,0.944896,0.00067614,
0.5,0,0.897776,0.00387672,
0,0.5,0.684149,0.00450128,
0.5,0.5,0.859045,0.00174604,
0,0,0.757062,0.00996086,
0,1,0.599904,0.00202811,
1,0,0.961013,0.00150325,
1,1,0.922241,0.000304005,
0.5,1,0.808321,0.000785509,
1,0.5,0.944746,0.000676168,
0.5,0,0.897588,0.00387683,
0,0.5,0.683708,0.00450141,
0.5,0.5,0.858748,0.0017461,
0,0,0.756759,0.00996109,
0,1,0.599311,0.00202818,
1,0,0.96092,0.0015033,
1,1,0.922005,0.000304019,
0.5,1,0.807874,0.000785541,
1,0.5,0.944596,0.000676196,
0.5,0,0.897398,0.00387695,
0,0.5,0.683263,0.00450155,
0.5,0.5,0.858448,0.00174616,
0,0,0.756453,0.00996132,
0,1,0.598714,0.00202825,
1,0,0.960827,0.00150335,
1,1,0.921765,0.000304033,
0.5,1,0.807423,0.000785574,
1,0.5,0.944443,0.000676223,
0.5,0,0.897207,0.00387706,
0,0.5,0.682814,0.00450168,
0.5,0.5,0.858145,0.00174622,
0,0,0.756145,0.00996155,
0,1,0.598112,0.00202832,
1,0,0.960732,0.00150341,
1,1,0.921524,0.000304048,
0.5,1,0.806967,0.000785606,
1,0.5,0.944289,0.000676251,
0.5,0,0.897014,0.00387718,
0,0.5,0.682361,0.00450181,
0.5,0.5,0.857839,0.00174629,
0,0,0.755834,0.00996179,
0,1,0.597504,0.00202839,
1,0,0.960636,0.00150346,
1,1,0.921279,0.000304062,
0.5,1,0.806507,0.000785639,
1,0.5,0.944133,0.000676279,
0.5,0,0.896819,0.00387729,
0,0.5,0.681905,0.00450194,
0.5,0.5,0.85753,0.00174635,
0,0,0.75552,0.00996202,
0,1,0.596892,0.00202847,
1,0,0.960539,0.00150352,
1,1,0.921032,0.000304077,
0.5,1,0.806043,0.000785671,
1,0.5,0.943976,0.000676308,
0.5,0,0.896622,0.00387741,
0,0.5,0.681444,0.00450208,
0.5,0.5,0.857218,0.00174641,
0,0,0.755204,0.00996226,
0,1,0.596274,0.00202854,
1,0,0.960442,0.00150357,
1,1,0.920782,0.000304091,
0.5,1,0.805574,0.000785704,
1,0.5,0.943817,0.000676336,
0.5,0,0.896423,0.00387752,
0,0.5,0.68098,0.00450221,
0.5,0.5,0.856903,0.00174647,
0,0,0.754884,0.0099625,
0,1,0.595652,0.00202861,
1,0,0.960343,0.00150362,
1,1,0.92053,0.000304106,
0.5,1,0.805101,0.000785738,
1,0.5,0.943657,0.000676365,
0.5,0,0.896222,0.00387764,
0,0.5,0.680511,0.00450235,
0.5,0.5,0.856585,0.00174654,
0,0,0.754562,0.00996274,
0,1,0.595024,0.00202869,
1,0,0.960243,0.00150368,
1,1,0.920275,0.000304121,
0.5,1,0.804622,0.000785772,
1,0.5,0.943494,0.000676394,
0.5,0,0.896019,0.00387776,
0,0.5,0.680038,0.00450248,
0.5,0.5,0.856264,0.0017466,
0,0,0.754237,0.00996299,
0,1,0.59439,0.00202876,
1,0,0.960142,0.00150374,
1,1,0.920017,0.000304136,
0.5,1,0.804139,0.000785805,
1,0.5,0.94333,0.000676423,
0.5,0,0.895814,0.00387788,
0,0.5,0.679561,0.00450262,
0.5,0.5,0.85594,0.00174666,
0,0,0.753909,0.00996323,
0,1,0.593751,0.00202884,
1,0,0.96004,0.00150379,
1,1,0.919756,0.000304151,
0.5,1,0.803651,0.000785839,
1,0.5,0.943164,0.000676452,
0.5,0,0.895607,0.003878,
0,0.5,0.67908,0.00450276,
0.5,0.5,0.855612,0.00174673,
0,0,0.753578,0.00996348,
0,1,0.593107,0.00202891,
1,0,0.959937,0.00150385,
1,1,0.919492,0.000304166,
0.5,1,0.803158,0.000785873,
1,0.5,0.942996,0.000676482,
0.5,0,0.895398,0.00387812,
0,0.5,0.678594,0.0045029,
0.5,0.5,0.855281,0.00174679,
0,0,0.753244,0.00996372,
0,1,0.592456,0.00202899,
1,0,0.959833,0.0015039,
1,1,0.919225,0.000304181,
0.5,1,0.802661,0.000785908,
1,0.5,0.942827,0.000676511,
0.5,0,0.895187,0.00387824,
0,0.5,0.678105,0.00450304,
0.5,0.5,0.854947,0.00174686,
0,0,0.752907,0.00996397,
0,1,0.591801,0.00202906,
1,0,0.959728,0.00150396,
1,1,0.918955,0.000304197,
0.5,1,0.802158,0.000785942,
1,0.5,0.942655,0.000676541,
0.5,0,0.894974,0.00387836,
0,0.5,0.67761,0.00450318,
0.5,0.5,0.854609,0.00174693,
0,0,0.752566,0.00996422,
0,1,0.591139,0.00202914,
1,0,0.959622,0.00150402,
1,1,0.918682,0.000304212,
0.5,1,0.801649,0.000785977,
1,0.5,0.942482,0.000676571,
0.5,0,0.894759,0.00387848,
0,0.5,0.677111,0.00450332,
0.5,0.5,0.854268,0.00174699,
0,0,0.752223,0.00996448,
0,1,0.590471,0.00202922,
1,0,0.959514,0.00150408,
1,1,0.918406,0.000304228,
0.5,1,0.801136,0.000786012,
1,0.5,0.942306,0.000676602,
0.5,0,0.894542,0.00387861,
0,0.5,0.676607,0.00450347,
0.5,0.5,0.853923,0.00174706,
0,0,0.751876,0.00996473,
0,1,0.589797,0.0020293,
1,0,0.959405,0.00150413,
1,1,0.918127,0.000304243,
0.5,1,0.800617,0.000786047,
1,0.5,0.942129,0.000676632,
0.5,0,0.894322,0.00387873,
0,0.5,0.676099,0.00450361,
0.5,0.5,0.853575,0.00174713,
0,0,0.751526,0.00996499,
0,1,0.589117,0.00202938,
1,0,0.959295,0.00150419,
1,1,0.917844,0.000304259,
0.5,1,0.800093,0.000786083,
1,0.5,0.941949,0.000676663,
0.5,0,0.8941,0.00387886,
0,0.5,0.675586,0.00450376,
0.5,0.5,0.853222,0.0017472,
0,0,0.751173,0.00996525,
0,1,0.588431,0.00202946,
1,0,0.959184,0.00150425,
1,1,0.917558,0.000304275,
0.5,1,0.799563,0.00078612,
1,0.5,0.941768,0.000676694,
0.5,0,0.893875,0.00387899,
0,0.5,0.675068,0.00450391,
0.5,0.5,0.852866,0.00174726,
0,0,0.750816,0.00996551,
0,1,0.587739,0.00202954,
1,0,0.959072,0.00150431,
1,1,0.917269,0.000304291,
0.5,1,0.799027,0.000786156,
1,0.5,0.941584,0.000676725,
0.5,0,0.893648,0.00387911,
0,0.5,0.674545,0.00450405,
0.5,0.5,0.852507,0.00174733,
0,0,0.750455,0.00996577,
0,1,0.58704,0.00202962,
1,0,0.958958,0.00150437,
1,1,0.916976,0.000304307,
0.5,1,0.798486,0.000786192,
1,0.5,0.941398,0.000676757,
0.5,0,0.893419,0.00387924,
0,0.5,0.674017,0.0045042,
0.5,0.5,0.852143,0.0017474,
0,0,0.750091,0.00996603,
0,1,0.586335,0.0020297,
1,0,0.958843,0.00150443,
1,1,0.916679,0.000304324,
0.5,1,0.797938,0.000786229,
1,0.5,0.94121,0.000676789,
0.5,0,0.893187,0.00387937,
0,0.5,0.673484,0.00450435,
0.5,0.5,0.851776,0.00174747,
0,0,0.749724,0.0099663,
0,1,0.585622,0.00202978,
1,0,0.958726,0.00150449,
1,1,0.916379,0.00030434,
0.5,1,0.797385,0.000786266,
1,0.5,0.94102,0.000676821,
0.5,0,0.892953,0.0038795,
0,0.5,0.672945,0.0045045,
0.5,0.5,0.851404,0.00174754,
0,0,0.749353,0.00996657,
0,1,0.584904,0.00202986,
1,0,0.958608,0.00150455,
1,1,0.916076,0.000304356,
0.5,1,0.796826,0.000786304,
1,0.5,0.940827,0.000676853,
0.5,0,0.892716,0.00387963,
0,0.5,0.672402,0.00450466,
0.5,0.5,0.851028,0.00174761,
0,0,0.748978,0.00996684,
0,1,0.584178,0.00202995,
1,0,0.958489,0.00150462,
1,1,0.915768,0.000304373,
0.5,1,0.79626,0.000786342,
1,0.5,0.940632,0.000676885,
0.5,0,0.892477,0.00387977,
0,0.5,0.671853,0.00450481,
0.5,0.5,0.850648,0.00174769,
0,0,0.748599,0.00996712,
0,1,0.583445,0.00203003,
1,0,0.958368,0.00150468,
1,1,0.915457,0.00030439,
0.5,1,0.795688,0.000786379,
1,0.5,0.940435,0.000676918,
0.5,0,0.892235,0.0038799,
0,0.5,0.671298,0.00450497,
0.5,0.5,0.850264,0.00174776,
0,0,0.748216,0.00996739,
0,1,0.582705,0.00203011,
1,0,0.958246,0.00150474,
1,1,0.915142,0.000304407,
0.5,1,0.795109,0.000786418,
1,0.5,0.940235,0.000676951,
0.5,0,0.89199,0.00388004,
0,0.5,0.670738,0.00450512,
0.5,0.5,0.849875,0.00174783,
0,0,0.74783,0.00996767,
0,1,0.581958,0.0020302,
1,0,0.958123,0.00150481,
1,1,0.914822,0.000304424,
0.5,1,0.794524,0.000786457,
1,0.5,0.940033,0.000676984,
0.5,0,0.891742,0.00388017,
0,0.5,0.670172,0.00450528,
0.5,0.5,0.849482,0.00174791,
0,0,0.747439,0.00996795,
0,1,0.581204,0.00203029,
1,0,0.957998,0.00150487,
1,1,0.914499,0.000304441,
0.5,1,0.793932,0.000786495,
1,0.5,0.939828,0.000677018,
0.5,0,0.891492,0.00388031,
0,0.5,0.669601,0.00450544,
0.5,0.5,0.849084,0.00174798,
0,0,0.747045,0.00996823,
0,1,0.580442,0.00203037,
1,0,0.957871,0.00150493,
1,1,0.914171,0.000304459,
0.5,1,0.793333,0.000786534,
1,0.5,0.93962,0.000677052,
0.5,0,0.891238,0.00388045,
0,0.5,0.669023,0.0045056,
0.5,0.5,0.848682,0.00174805,
0,0,0.746646,0.00996851,
0,1,0.579672,0.00203046,
1,0,0.957743,0.001505,
1,1,0.913839,0.000304476,
0.5,1,0.792728,0.000786574,
1,0.5,0.93941,0.000677086,
0.5,0,0.890982,0.00388059,
0,0.5,0.66844,0.00450576,
0.5,0.5,0.848275,0.00174813,
0,0,0.746243,0.0099688,
0,1,0.578895,0.00203055,
1,0,0.957613,0.00150506,
1,1,0.913503,0.000304494,
0.5,1,0.792115,0.000786614,
1,0.5,0.939197,0.00067712,
0.5,0,0.890723,0.00388073,
0,0.5,0.66785,0.00450592,
0.5,0.5,0.847863,0.00174821,
0,0,0.745835,0.00996909,
0,1,0.57811,0.00203064,
1,0,0.957481,0.00150513,
1,1,0.913162,0.000304512,
0.5,1,0.791495,0.000786654,
1,0.5,0.938982,0.000677155,
0.5,0,0.89046,0.00388087,
0,0.5,0.667254,0.00450608,
0.5,0.5,0.847447,0.00174828,
0,0,0.745423,0.00996938,
0,1,0.577317,0.00203073,
1,0,0.957348,0.0015052,
1,1,0.912817,0.000304529,
0.5,1,0.790867,0.000786695,
1,0.5,0.938763,0.000677189,
0.5,0,0.890195,0.00388101,
0,0.5,0.666652,0.00450625,
0.5,0.5,0.847025,0.00174836,
0,0,0.745007,0.00996967,
0,1,0.576515,0.00203082,
1,0,0.957213,0.00150526,
1,1,0.912467,0.000304548,
0.5,1,0.790232,0.000786735,
1,0.5,0.938542,0.000677225,
0.5,0,0.889926,0.00388115,
0,0.5,0.666043,0.00450642,
0.5,0.5,0.846598,0.00174844,
0,0,0.744586,0.00996997,
0,1,0.575705,0.00203091,
1,0,0.957077,0.00150533,
1,1,0.912112,0.000304566,
0.5,1,0.789589,0.000786776,
1,0.5,0.938318,0.00067726,
0.5,0,0.889654,0.0038813,
0,0.5,0.665428,0.00450658,
0.5,0.5,0.846166,0.00174851,
0,0,0.744161,0.00997027,
0,1,0.574887,0.002031,
1,0,0.956938,0.0015054,
1,1,0.911753,0.000304584,
0.5,1,0.788938,0.000786818,
1,0.5,0.93809,0.000677296,
0.5,0,0.889379,0.00388144,
0,0.5,0.664806,0.00450675,
0.5,0.5,0.845728,0.00174859,
0,0,0.74373,0.00997057,
0,1,0.57406,0.00203109,
1,0,0.956798,0.00150547,
1,1,0.911388,0.000304603,
0.5,1,0.788279,0.00078686,
1,0.5,0.93786,0.000677332,
0.5,0,0.889101,0.00388159,
0,0.5,0.664177,0.00450693,
0.5,0.5,0.845286,0.00174867,
0,0,0.743295,0.00997088,
0,1,0.573224,0.00203119,
1,0,0.956656,0.00150554,
1,1,0.911019,0.000304622,
0.5,1,0.787612,0.000786902,
1,0.5,0.937626,0.000677369,
0.5,0,0.888819,0.00388174,
0,0.5,0.663541,0.0045071,
0.5,0.5,0.844837,0.00174876,
0,0,0.742855,0.00997118,
0,1,0.572379,0.00203128,
1,0,0.956512,0.00150561,
1,1,0.910644,0.00030464,
0.5,1,0.786936,0.000786945,
1,0.5,0.937389,0.000677405,
0.5,0,0.888533,0.00388189,
0,0.5,0.662898,0.00450727,
0.5,0.5,0.844383,0.00174884,
0,0,0.742409,0.00997149,
0,1,0.571525,0.00203137,
1,0,0.956366,0.00150568,
1,1,0.910263,0.00030466,
0.5,1,0.786252,0.000786988,
1,0.5,0.937149,0.000677443,
0.5,0,0.888244,0.00388204,
0,0.5,0.662248,0.00450745,
0.5,0.5,0.843923,0.00174892,
0,0,0.741959,0.0099718,
0,1,0.570661,0.00203147,
1,0,0.956218,0.00150575,
1,1,0.909878,0.000304679,
0.5,1,0.785559,0.000787031,
1,0.5,0.936906,0.00067748,
0.5,0,0.887951,0.00388219,
0,0.5,0.66159,0.00450762,
0.5,0.5,0.843457,0.001749,
0,0,0.741503,0.00997212,
0,1,0.569788,0.00203157,
1,0,0.956068,0.00150582,
1,1,0.909487,0.000304698,
0.5,1,0.784857,0.000787075,
1,0.5,0.936659,0.000677518,
0.5,0,0.887654,0.00388235,
0,0.5,0.660925,0.0045078,
0.5,0.5,0.842985,0.00174908,
0,0,0.741042,0.00997244,
0,1,0.568905,0.00203166,
1,0,0.955916,0.00150589,
1,1,0.90909,0.000304718,
0.5,1,0.784146,0.00078712,
1,0.5,0.936408,0.000677556,
0.5,0,0.887353,0.00388251,
0,0.5,0.660252,0.00450799,
0.5,0.5,0.842507,0.00174917,
0,0,0.740575,0.00997276,
0,1,0.568013,0.00203176,
1,0,0.955761,0.00150597,
1,1,0.908687,0.000304738,
0.5,1,0.783425,0.000787164,
1,0.5,0.936154,0.000677594,
0.5,0,0.887049,0.00388266,
