2.5,0.9,-0.2,
2.49939,0.910705,-0.212403,
2.50468,0.754015,0.113941,
2.56198,0.731802,0.350553,
2.48392,0.733499,0.0022876,
2.48209,0.761042,-0.0279135,
2.48737,0.666915,0.221558,
2.54119,0.649068,0.432755,
2.4579,0.650431,0.0935708,
2.45498,0.691411,0.0497678,
2.46031,0.62052,0.264205,
2.51232,0.604295,0.46785,
2.42428,0.605492,0.12952,
2.42074,0.653462,0.0790219,
2.42639,0.592799,0.27928,
2.47749,0.577189,0.482771,
2.38486,0.578284,0.141513,
2.38097,0.629346,0.0883508,
2.38716,0.574469,0.282165,
2.43772,0.559065,0.488614,
2.34086,0.560087,0.142971,
2.33673,0.612509,0.0888802,
2.34365,0.561666,0.278934,
2.39384,0.54628,0.489725,
2.29346,0.547243,0.139309,
2.28909,0.600412,0.0848718,
2.29693,0.552803,0.271872,
2.34683,0.537331,0.48767,
2.24404,0.538245,0.132617,
2.23938,0.592034,0.0779237,
2.24833,0.547224,0.261794,
2.29803,0.531601,0.482944,
2.19424,0.532472,0.123696,
2.18922,0.586941,0.0686531,
2.19949,0.54464,0.249042,
2.24907,0.528817,0.475711,
2.1458,0.529651,0.112904,
2.14036,0.584901,0.0573806,
2.15213,0.544878,0.233903,
2.20171,0.528816,0.466129,
2.10033,0.529616,0.100496,
2.09441,0.585724,0.0443939,
2.10783,0.547768,0.216749,
2.15757,0.531437,0.45446,
2.0591,0.532206,0.0867446,
2.05265,0.589193,0.0300219,
2.06785,0.553102,0.198035,
2.1179,0.536481,0.441069,
2.02293,0.537222,0.0719489,
2.01592,0.595046,0.0146257,
2.03294,0.56063,0.178248,
2.0835,0.543704,0.426369,
1.9922,0.54442,0.0564182,
1.98462,0.602994,-0.00143688,
2.00349,0.570076,0.15784,
2.05473,0.552836,0.410763,
1.96699,0.553529,0.04044,
1.95886,0.612733,-0.0178473,
1.97954,0.581153,0.137194,
2.03163,0.563599,0.394598,
1.94715,0.56427,0.0242562,
1.93848,0.62397,-0.0343486,
1.9609,0.593588,0.116598,
2.01402,0.575722,0.378146,
1.9324,0.576374,0.00804993,
1.92323,0.636432,-0.0507547,
1.94729,0.607128,0.096252,
2.00161,0.588958,0.361604,
1.92242,0.589592,-0.00805525,
1.9128,0.649875,-0.0669468,
1.93838,0.621548,0.076274,
1.99405,0.603083,0.345093,
1.91686,0.603701,-0.0239895,
1.90684,0.664088,-0.0828645,
1.93381,0.63665,0.0567189,
1.99101,0.617904,0.328681,
1.91541,0.618506,-0.0397274,
1.90503,0.678887,-0.0984932,
1.93327,0.652265,0.0375934,
1.99214,0.633254,0.312386,
1.91776,0.63384,-0.0552778,
1.90709,0.694118,-0.113854,
1.93645,0.66825,0.0188695,
1.99717,0.64899,0.296197,
1.92365,0.649562,-0.0706742,
1.91273,0.709651,-0.12899,
1.9431,0.684484,0.000495289,
2.00584,0.664993,0.280077,
1.93286,0.665552,-0.0859688,
1.92174,0.72538,-0.143967,
1.953,0.700866,-0.0175971,
2.01793,0.681164,0.263968,
1.9452,0.68171,-0.101227,
1.93394,0.741216,-0.158858,
1.96596,0.717315,-0.0354867,
2.03328,0.697421,0.247803,
1.96053,0.697955,-0.116523,
1.94916,0.757087,-0.173747,
1.98185,0.733761,-0.0532601,
2.05177,0.713697,0.231501,
1.97871,0.71422,-0.131942,
1.96729,0.772935,-0.188726,
2.00057,0.750152,-0.0710103,
2.07329,0.72994,0.214973,
1.99969,0.730451,-0.147574,
1.98826,0.788716,-0.203893,
2.02204,0.766445,-0.0888363,
2.09779,0.746107,0.198118,
2.0234,0.746607,-0.163519,
2.012,0.804393,-0.219353,
2.04621,0.782605,-0.106844,
2.12525,0.762166,0.180825,
2.04982,0.762656,-0.179886,
2.03849,0.819941,-0.235221,
2.07308,0.798609,-0.125145,
2.15567,0.778093,0.162972,
2.07896,0.778572,-0.196795,
2.06773,0.835339,-0.251619,
2.10266,0.814437,-0.143862,
2.18907,0.79387,0.144421,
2.11083,0.794338,-0.214378,
2.09974,0.850574,-0.268683,
2.13498,0.830075,-0.163128,
2.22552,0.809484,0.125019,
2.14548,0.809943,-0.232783,
2.13456,0.865635,-0.286563,
2.17009,0.845514,-0.183088,
2.26507,0.824929,0.104594,
2.18296,0.825378,-0.252175,
2.17224,0.880515,-0.305424,
2.20805,0.860746,-0.203904,
2.30779,0.840199,0.0829494,
2.22333,0.840638,-0.272738,
2.21284,0.89521,-0.325449,
2.24893,0.875767,-0.225751,
2.35375,0.85529,0.0598682,
2.26664,0.85572,-0.294677,
2.25641,0.909716,-0.346844,
2.29281,0.89057,-0.248826,
2.40301,0.870201,0.0351057,
2.31295,0.870622,-0.31822,
2.30301,0.924027,-0.369832,
2.33974,0.905149,-0.273343,
2.45559,0.884928,0.0083923,
2.36228,0.885341,-0.343613,
2.35264,0.938138,-0.394657,
2.38977,0.919497,-0.299532,
2.51147,0.899468,-0.020565,
2.41461,0.899872,-0.37112,
2.40531,0.952041,-0.421579,
2.4429,0.933603,-0.327638,
2.57057,0.913815,-0.0520758,
2.46988,0.914209,-0.401012,
2.46092,0.965726,-0.450865,
2.49908,0.947454,-0.35791,
2.6327,0.927958,-0.0864539,
2.52795,0.928344,-0.433553,
2.51935,0.97918,-0.482775,
2.55819,0.961036,-0.39059,
2.69757,0.941887,-0.123999,
2.5886,0.942264,-0.468981,
2.58037,0.99239,-0.517544,
2.62004,0.97433,-0.425898,
2.76479,0.955588,-0.16497,
2.65153,0.955956,-0.507476,
2.64368,1.00534,-0.555355,
2.68435,0.987323,-0.464,
2.83384,0.969045,-0.209552,
2.71636,0.969404,-0.549132,
2.70889,1.01803,-0.596304,
2.75073,1.00001,-0.504991,
2.90411,0.982248,-0.25782,
2.78263,0.982598,-0.593921,
2.77554,1.03045,-0.640376,
2.81876,1.01238,-0.548858,
2.97497,0.995193,-0.309707,
2.84988,0.995533,-0.641674,
2.84314,1.04261,-0.687413,
2.88795,1.02446,-0.595471,
3.04577,1.00789,-0.364987,
2.91763,1.00822,-0.692069,
2.91124,1.05454,-0.737114,
2.95781,1.03628,-0.644566,
3.11594,1.02036,-0.423273,
2.98544,1.02068,-0.744647,
2.97938,1.0663,-0.789039,
3.02787,1.04791,-0.695768,
3.18502,1.03266,-0.484045,
3.05296,1.03297,-0.798854,
3.04719,1.07794,-0.842651,
3.09771,1.05941,-0.748614,
3.25266,1.04485,-0.546684,
3.11987,1.04514,-0.854087,
3.11439,1.08953,-0.897358,
3.16697,1.07089,-0.802596,
3.31865,1.05701,-0.610532,
3.18596,1.05729,-0.909751,
3.18072,1.10117,-0.952571,
3.23533,1.08244,-0.857207,
3.38286,1.06923,-0.674937,
3.25103,1.0695,-0.965303,
3.24603,1.11294,-1.00774,
3.30255,1.09416,-0.911974,
3.44524,1.0816,-0.739295,
3.31495,1.08186,-1.02028,
3.31016,1.12491,-1.0624,
3.36842,1.10612,-0.966481,
3.5058,1.09418,-0.803083,
3.37761,1.09443,-1.07433,
3.37302,1.13713,-1.11616,
3.43277,1.11839,-1.02038,
3.56457,1.10705,-0.865869,
3.43893,1.10728,-1.12716,
3.43452,1.14965,-1.16874,
3.49549,1.13102,-1.07341,
3.62159,1.12022,-0.927316,
3.49882,1.12044,-1.1786,
3.49459,1.16248,-1.21994,
3.55647,1.144,-1.12535,
3.67691,1.13372,-0.987178,
3.55725,1.13393,-1.22853,
3.55319,1.17562,-1.26961,
3.61567,1.15734,-1.17606,
3.73056,1.14753,-1.04529,
3.61416,1.14774,-1.27688,
3.61026,1.18904,-1.31768,
3.67304,1.17102,-1.22543,
3.78259,1.16164,-1.10154,
3.66953,1.16183,-1.32363,
3.66578,1.20273,-1.36413,
3.72857,1.18498,-1.27339,
3.83304,1.17601,-1.15588,
3.72333,1.17619,-1.36878,
3.71974,1.21662,-1.40895,
3.78229,1.19919,-1.31991,
