-2.9,1.2,-4.5,-2.8,0.7,-4.2,
-2.9,1.2,-4.5,-2.8,0.688538,-4.20882,
-2.9,1.20529,-4.5,-2.95669,1.007,-4.16596,
-2.8427,1.20529,-4.52221,-2.95669,1.10223,-4.1605,
-2.92076,1.12723,-4.52052,-2.95499,0.852876,-4.16091,
-2.92076,1.12723,-4.52052,-2.95499,0.825001,-4.18131,
-2.92076,1.13251,-4.52052,-3.04912,1.0679,-4.15629,
-2.86694,1.13251,-4.53836,-3.04912,1.15096,-4.15191,
-2.95024,1.04922,-4.537,-3.04776,0.916446,-4.15224,
-2.95024,1.04922,-4.537,-3.04776,0.876098,-4.18102,
-2.95024,1.05455,-4.537,-3.11865,1.08427,-4.16246,
-2.89822,1.05455,-4.55323,-3.11865,1.16164,-4.15848,
-2.98626,0.966503,-4.55203,-3.11745,0.937937,-4.15877,
-2.98626,0.966503,-4.55203,-3.11745,0.891547,-4.19144,
-2.98626,0.97215,-4.55203,-3.17811,1.08526,-4.17573,
-2.93516,0.97215,-4.56764,-3.17811,1.15924,-4.17192,
-3.0278,0.879516,-4.56654,-3.17702,0.945664,-4.17219,
-3.0278,0.879516,-4.56654,-3.17702,0.896985,-4.20625,
-3.0278,0.885702,-4.56654,-3.23189,1.08364,-4.19218,
-2.97724,0.885702,-4.58195,-3.23189,1.15488,-4.18844,
-3.0741,0.78884,-4.58092,-3.23087,0.952443,-4.18868,
-3.0741,0.78884,-4.58092,-3.23087,0.903101,-4.22311,
-3.0741,0.795756,-4.58092,-3.28172,1.08516,-4.21019,
-3.02391,0.795756,-4.59631,-3.28172,1.15369,-4.20647,
-3.12429,0.695379,-4.59535,-3.28075,0.963999,-4.2067,
-3.12429,0.695379,-4.59535,-3.28075,0.914552,-4.24119,
-3.12429,0.703214,-4.59535,-3.32836,1.09255,-4.22919,
-3.07438,0.703214,-4.61082,-3.32836,1.1582,-4.22547,
-3.17717,0.600424,-4.60991,-3.32745,0.982832,-4.22568,
-3.17717,0.600424,-4.60991,-3.32745,0.933381,-4.26022,
-3.17717,0.609376,-4.60991,-3.37226,1.1071,-4.24902,
-3.12748,0.609376,-4.62553,-3.37226,1.16972,-4.24528,
-3.23127,0.505583,-4.62466,-3.37139,1.00978,-4.24548,
-3.23127,0.505583,-4.62466,-3.37139,0.960258,-4.28016,
-3.23127,0.515851,-4.62466,-3.41369,1.12923,-4.26967,
-3.18169,0.515851,-4.64048,-3.41369,1.18879,-4.2659,
-3.28496,0.412575,-4.63965,-3.41285,1.04465,-4.2661,
-3.28496,0.412575,-4.63965,-3.41285,0.994938,-4.30104,
-3.28496,0.424345,-4.63965,-3.45288,1.15871,-4.29119,
-3.23538,0.424345,-4.65571,-3.45288,1.21529,-4.28738,
-3.33676,0.322962,-4.65491,-3.45208,1.08651,-4.28757,
-3.33676,0.322962,-4.65491,-3.45208,1.03652,-4.32288,
-3.33676,0.336389,-4.65491,-3.49003,1.19477,-4.3136,
-3.28702,0.336389,-4.67124,-3.49003,1.24858,-4.30975,
-3.38549,0.23792,-4.67047,-3.48926,1.13403,-4.30993,
-3.38549,0.23792,-4.67047,-3.48926,1.08373,-4.34566,
-3.38549,0.253116,-4.67047,-3.52535,1.2363,-4.3369,
-3.33543,0.253116,-4.68709,-3.52535,1.28763,-4.33301,
-3.43041,0.158143,-4.68635,-3.52461,1.18576,-4.33318,
-3.43041,0.158143,-4.68635,-3.52461,1.13513,-4.36936,
-3.43041,0.175171,-4.68635,-3.55903,1.28205,-4.36106,
-3.37985,0.175171,-4.70328,-3.55903,1.33123,-4.35712,
-3.47115,0.0838737,-4.70256,-3.55831,1.2403,-4.35728,
-3.47115,0.0838737,-4.70256,-3.55831,1.18939,-4.3939,
-3.47115,0.102744,-4.70256,-3.59123,1.33079,-4.38601,
-3.41991,0.102744,-4.7198,-3.59123,1.37816,-4.38202,
-3.50765,0.0150069,-4.71911,-3.59054,1.29649,-4.38218,
-3.50765,0.0150069,-4.71911,-3.59054,1.24535,-4.41919,
-3.50765,0.0356852,-4.71911,-3.62212,1.38148,-4.41168,
-3.45556,0.0356852,-4.73666,-3.62212,1.42737,-4.40764,
-3.54004,-0.048794,-4.73599,-3.62145,1.35342,-4.40779,
-3.54004,-0.048794,-4.73599,-3.62145,1.30213,-4.44515,
-3.54004,-0.026378,-4.73599,-3.65183,1.43326,-4.43797,
-3.48692,-0.026378,-4.75386,-3.65183,1.47796,-4.43388,
-3.56854,-0.107997,-4.7532,-3.65118,1.41041,-4.43403,
-3.56854,-0.107997,-4.7532,-3.65118,1.35904,-4.47168,
-3.56854,-0.0839415,-4.7532,-3.68048,1.48547,-4.4648,
-3.51422,-0.0839415,-4.77138,-3.68048,1.52926,-4.46067,
-3.59341,-0.163131,-4.77074,-3.67985,1.46699,-4.46081,
-3.59341,-0.163131,-4.77074,-3.67985,1.41561,-4.49869,
-3.59341,-0.137553,-4.77074,-3.70817,1.53762,-4.49209,
-3.53774,-0.137553,-4.78921,-3.70817,1.58075,-4.48792,
-3.61493,-0.214743,-4.78859,-3.70756,1.52283,-4.48805,
-3.61493,-0.214743,-4.78859,-3.70756,1.4715,-4.52612,
-3.61493,-0.18777,-4.78859,-3.735,1.58938,-4.51976,
-3.55773,-0.18777,-4.80733,-3.735,1.63206,-4.51555,
-3.63333,-0.263367,-4.80673,-3.73439,1.57773,-4.51569,
-3.63333,-0.263367,-4.80673,-3.73439,1.52651,-4.55388,
-3.63333,-0.235132,-4.80673,-3.76102,1.64051,-4.54775,
-3.57446,-0.235132,-4.82574,-3.76102,1.68296,-4.54351,
-3.64884,-0.309516,-4.82516,-3.76043,1.63158,-4.54364,
-3.64884,-0.309516,-4.82516,-3.76043,1.58051,-4.58191,
-3.64884,-0.28015,-4.82516,-3.7863,1.69089,-4.576,
-3.58812,-0.28015,-4.84442,-3.7863,1.73328,-4.57173,
-3.66164,-0.353669,-4.84385,-3.78572,1.68434,-4.57185,
-3.66164,-0.353669,-4.84385,-3.78572,1.63345,-4.61016,
-3.66164,-0.323301,-4.84385,-3.81089,1.74044,-4.60445,
-3.5989,-0.323301,-4.86334,-3.81089,1.78295,-4.60015,
-3.67187,-0.396276,-4.86278,-3.81033,1.736,-4.60027,
-3.67187,-0.396276,-4.86278,-3.81033,1.68533,-4.63858,
-3.67187,-0.365024,-4.86278,-3.83484,1.78912,-4.63305,
-3.60693,-0.365024,-4.88248,-3.83484,1.83193,-4.62873,
-3.67966,-0.437753,-4.88193,-3.8343,1.7866,-4.62885,
-3.67966,-0.437753,-4.88193,-3.8343,1.73618,-4.66713,
-3.67966,-0.405729,-4.88193,-3.8582,1.83697,-4.66177,
-3.61234,-0.405729,-4.90183,-3.8582,1.88023,-4.65744,
-3.6851,-0.478488,-4.90129,-3.85767,1.83621,-4.65755,
-3.6851,-0.478488,-4.90129,-3.85767,1.78605,-4.69576,
-3.6851,-0.445793,-4.90129,-3.88099,1.88403,-4.69057,
-3.61518,-0.445793,-4.92136,-3.88099,1.92789,-4.68623,
-3.68824,-0.518845,-4.92083,-3.88047,1.88492,-4.68634,
-3.68824,-0.518845,-4.92083,-3.88047,1.83503,-4.72446,
-3.68824,-0.485568,-4.92083,-3.90325,1.93035,-4.71942,
